hex9,value
89196949c47ffff,60
89196949c4fffff,0
89196949c53ffff,45
89196949c57ffff,55
89196949c5bffff,0
89196949c73ffff,20
89196949c77ffff,0
89196949cc3ffff,95
89196949cc7ffff,0
89196949ccbffff,35
89196949ccfffff,75
89196949cd3ffff,15
89196949cdbffff,30
89196949d0bffff,0
89196949d1bffff,0
89196949d47ffff,0
89196949db3ffff,0
89196949dc7ffff,0
89196949dd3ffff,0
89196949dd7ffff,0
89196949e2fffff,0
89196949ea3ffff,5
89196949eafffff,0
8919694a017ffff,0
8919694a033ffff,0
8919694a037ffff,0
8919694a04bffff,5
8919694a04fffff,0
8919694a063ffff,0
8919694a06bffff,0
8919694a06fffff,0
8919694a07bffff,0
8919694a087ffff,5
8919694a08bffff,5
8919694a08fffff,0
8919694a093ffff,0
8919694a097ffff,5
8919694a09bffff,0
8919694a0b3ffff,0
8919694a0cbffff,0
8919694a107ffff,35
8919694a113ffff,65
8919694a117ffff,75
8919694a11bffff,0
8919694a133ffff,0
8919694a137ffff,10
8919694a177ffff,0
8919694a183ffff,0
8919694a187ffff,0
8919694a18bffff,50
8919694a18fffff,40
8919694a19bffff,5
8919694a1a3ffff,20
8919694a1a7ffff,0
8919694a1abffff,80
8919694a1afffff,25
8919694a1bbffff,40
8919694a1c7ffff,0
8919694a1cfffff,0
8919694a227ffff,65
8919694a22fffff,45
8919694a233ffff,0
8919694a237ffff,0
8919694a293ffff,10
8919694a297ffff,20
8919694a2cbffff,0
8919694a2dbffff,5
8919694a347ffff,0
8919694a34bffff,0
8919694a353ffff,25
8919694a35bffff,15
8919694a363ffff,0
8919694a367ffff,0
8919694a383ffff,0
8919694a3a3ffff,0
8919694a3bbffff,0
8919694a3cbffff,5
8919694a3cfffff,0
8919694a3dbffff,0
8919694a403ffff,5
8919694a407ffff,60
8919694a40bffff,10
8919694a40fffff,0
8919694a413ffff,0
8919694a417ffff,25
8919694a41bffff,15
8919694a423ffff,35
8919694a427ffff,25
8919694a42bffff,0
8919694a433ffff,175
8919694a437ffff,15
8919694a43bffff,0
8919694a447ffff,0
8919694a457ffff,0
8919694a467ffff,0
8919694a477ffff,0
8919694a483ffff,50
8919694a487ffff,150
8919694a48bffff,0
8919694a48fffff,110
8919694a493ffff,10
8919694a497ffff,40
8919694a4a3ffff,40
8919694a4a7ffff,105
8919694a4abffff,60
8919694a4afffff,55
8919694a4b3ffff,80
8919694a4b7ffff,60
8919694a4bbffff,40
8919694a4c3ffff,0
8919694a4c7ffff,0
8919694a4cfffff,0
8919694a4d3ffff,0
8919694a4d7ffff,0
8919694a543ffff,35
8919694a547ffff,5
8919694a54fffff,0
8919694a553ffff,0
8919694a55bffff,20
8919694a563ffff,0
8919694a567ffff,0
8919694a573ffff,10
8919694a57bffff,0
8919694a5c3ffff,0
8919694a5cbffff,0
8919694a5d3ffff,0
8919694a5dbffff,0
8919694a60fffff,15
8919694a613ffff,0
8919694a61bffff,0
8919694a62bffff,5
8919694a62fffff,0
8919694a657ffff,0
8919694a663ffff,75
8919694a667ffff,20
8919694a66fffff,0
8919694a673ffff,20
8919694a677ffff,35
8919694a67bffff,0
8919694a6c7ffff,5
8919694a80fffff,0
8919694a813ffff,0
8919694a843ffff,0
8919694a847ffff,0
8919694a84fffff,0
8919694a86fffff,0
8919694a877ffff,0
8919694a87bffff,0
8919694a887ffff,0
8919694a88bffff,5
8919694a88fffff,0
8919694a893ffff,5
8919694a897ffff,25
8919694a8a3ffff,0
8919694a8a7ffff,125
8919694a8afffff,35
8919694a8b7ffff,60
8919694a8bbffff,0
8919694a8c7ffff,0
8919694a8cbffff,5
8919694a8cfffff,0
8919694a903ffff,130
8919694a907ffff,175
8919694a90bffff,120
8919694a90fffff,165
8919694a913ffff,60
8919694a917ffff,50
8919694a91bffff,45
8919694a923ffff,95
8919694a92bffff,30
8919694a933ffff,130
8919694a937ffff,15
8919694a93bffff,125
8919694a943ffff,125
8919694a947ffff,175
8919694a94bffff,165
8919694a94fffff,260
8919694a953ffff,40
8919694a957ffff,140
8919694a95bffff,0
8919694a963ffff,65
8919694a967ffff,185
8919694a96bffff,70
8919694a96fffff,80
8919694a973ffff,120
8919694a977ffff,65
8919694a97bffff,160
8919694a983ffff,50
8919694a987ffff,90
8919694a98bffff,15
8919694a98fffff,110
8919694a993ffff,50
8919694a997ffff,110
8919694a99bffff,20
8919694a9a3ffff,80
8919694a9a7ffff,95
8919694a9abffff,55
8919694a9afffff,55
8919694a9b3ffff,85
8919694a9b7ffff,175
8919694a9bbffff,65
8919694a9c3ffff,0
8919694a9c7ffff,50
8919694a9cbffff,0
8919694a9cfffff,30
8919694a9d3ffff,5
8919694a9d7ffff,10
8919694a9dbffff,50
8919694aa03ffff,75
8919694aa07ffff,30
8919694aa0bffff,65
8919694aa0fffff,55
8919694aa13ffff,130
8919694aa17ffff,90
8919694aa1bffff,95
8919694aa33ffff,0
8919694aa43ffff,0
8919694aa47ffff,95
8919694aa4fffff,0
8919694aa57ffff,15
8919694aa63ffff,90
8919694aa6bffff,45
8919694aa73ffff,105
8919694aa77ffff,0
8919694aa7bffff,100
8919694aa83ffff,20
8919694aa8bffff,5
8919694aa8fffff,50
8919694aa93ffff,0
8919694aa9bffff,0
8919694aaa3ffff,0
8919694aaa7ffff,0
8919694aaabffff,15
8919694aaafffff,5
8919694aab7ffff,0
8919694aac7ffff,20
8919694aacfffff,15
8919694aad7ffff,0
8919694ab0bffff,0
8919694ab87ffff,0
8919694abb3ffff,100
8919694abb7ffff,90
8919694ac03ffff,0
8919694ac07ffff,65
8919694ac13ffff,70
8919694ac17ffff,140
8919694ac1bffff,50
8919694ac23ffff,95
8919694ac27ffff,80
8919694ac2bffff,0
8919694ac2fffff,55
8919694ac33ffff,120
8919694ac37ffff,170
8919694ac3bffff,0
8919694ac53ffff,0
8919694ac8fffff,15
8919694aca3ffff,55
8919694aca7ffff,155
8919694acabffff,240
8919694acafffff,55
8919694acb3ffff,30
8919694acb7ffff,35
8919694acbbffff,95
8919694acc3ffff,0
8919694acc7ffff,0
8919694accbffff,5
8919694accfffff,0
8919694acdbffff,5
8919694ad03ffff,105
8919694ad07ffff,40
8919694ad0bffff,105
8919694ad0fffff,175
8919694ad13ffff,135
8919694ad17ffff,160
8919694ad1bffff,150
8919694ad23ffff,20
8919694ad27ffff,0
8919694ad2bffff,120
8919694ad2fffff,105
8919694ad3bffff,30
8919694ad43ffff,45
8919694ad47ffff,185
8919694ad4bffff,0
8919694ad4fffff,25
8919694ad53ffff,25
8919694ad57ffff,55
8919694ad5bffff,50
8919694ad63ffff,55
8919694ad67ffff,80
8919694ad6bffff,70
8919694ad6fffff,30
8919694ad73ffff,80
8919694ad77ffff,85
8919694ad7bffff,115
8919694ad83ffff,90
8919694ad87ffff,85
8919694ad8bffff,95
8919694ad8fffff,160
8919694ad93ffff,95
8919694ad97ffff,40
8919694ad9bffff,120
8919694ada3ffff,95
8919694adabffff,40
8919694adb3ffff,35
8919694adbbffff,285
8919694adc3ffff,135
8919694adc7ffff,75
8919694adcbffff,125
8919694adcfffff,10
8919694add3ffff,120
8919694add7ffff,85
8919694addbffff,85
8919694ae23ffff,0
8919694ae27ffff,0
8919694ae2fffff,0
8919694ae93ffff,0
8919694aedbffff,0
8919694b02bffff,0
8919694b03bffff,0
8919694b04bffff,0
8919694b063ffff,50
8919694b067ffff,130
8919694b06bffff,135
8919694b06fffff,105
8919694b097ffff,0
8919694b0b3ffff,0
8919694b103ffff,5
8919694b10bffff,75
8919694b10fffff,85
8919694b11bffff,0
8919694b127ffff,0
8919694b12bffff,5
8919694b12fffff,0
8919694b147ffff,75
8919694b14fffff,0
8919694b163ffff,90
8919694b167ffff,65
8919694b16bffff,135
8919694b16fffff,130
8919694b173ffff,80
8919694b177ffff,15
8919694b17bffff,95
8919694b193ffff,0
8919694b1c7ffff,0
8919694b1d3ffff,0
8919694b203ffff,10
8919694b207ffff,10
8919694b20bffff,0
8919694b20fffff,10
8919694b213ffff,0
8919694b217ffff,0
