hex9,value
891969494b7ffff,430
891969494bbffff,320
891969494c3ffff,610
891969494c7ffff,200
891969494cbffff,90
891969494cfffff,210
891969494d3ffff,680
891969494d7ffff,570
891969494dbffff,60
89196949503ffff,690
89196949507ffff,620
8919694950bffff,780
8919694950fffff,780
89196949513ffff,550
89196949517ffff,670
8919694951bffff,600
89196949523ffff,60
8919694952bffff,320
89196949533ffff,690
8919694953bffff,690
89196949543ffff,780
89196949547ffff,690
8919694954bffff,340
8919694954fffff,440
89196949553ffff,570
89196949557ffff,630
8919694955bffff,610
89196949563ffff,430
89196949567ffff,120
8919694956bffff,110
8919694956fffff,250
89196949573ffff,420
89196949577ffff,330
8919694957bffff,170
89196949583ffff,560
89196949587ffff,670
8919694958bffff,650
8919694958fffff,620
89196949593ffff,480
89196949597ffff,650
8919694959bffff,470
891969495a3ffff,650
891969495a7ffff,490
891969495abffff,660
891969495afffff,0
891969495b3ffff,790
891969495b7ffff,860
891969495bbffff,670
891969495c3ffff,600
891969495c7ffff,550
891969495cbffff,550
891969495cfffff,550
891969495d3ffff,590
891969495d7ffff,580
891969495dbffff,580
89196949617ffff,250
89196949623ffff,680
89196949627ffff,610
8919694962bffff,170
8919694962fffff,570
89196949633ffff,250
89196949637ffff,590
8919694963bffff,90
8919694966bffff,0
8919694968fffff,90
891969496a3ffff,230
891969496a7ffff,520
891969496abffff,360
891969496afffff,730
891969496b3ffff,0
891969496b7ffff,80
891969496bbffff,0
891969496c3ffff,0
891969496cbffff,0
891969496cfffff,0
891969496d7ffff,0
89196949817ffff,0
8919694982bffff,0
89196949843ffff,0
89196949847ffff,0
8919694984fffff,280
89196949857ffff,80
89196949867ffff,70
8919694986bffff,0
891969498abffff,0
891969498b7ffff,0
891969498bbffff,0
891969498cfffff,100
89196949923ffff,600
89196949927ffff,600
8919694992bffff,500
8919694992fffff,510
89196949933ffff,140
89196949937ffff,590
8919694993bffff,150
89196949947ffff,0
89196949963ffff,520
89196949967ffff,740
8919694996bffff,330
8919694996fffff,670
89196949977ffff,240
891969499afffff,240
89196949a13ffff,460
89196949a17ffff,0
89196949a1bffff,100
89196949a37ffff,0
89196949a43ffff,0
89196949a4fffff,0
89196949a57ffff,180
89196949a83ffff,0
89196949a87ffff,0
89196949a8fffff,200
89196949a97ffff,100
89196949aa3ffff,450
89196949ab3ffff,640
89196949ab7ffff,600
89196949abbffff,550
89196949ac3ffff,0
89196949ac7ffff,0
89196949acbffff,0
89196949acfffff,0
89196949b07ffff,0
89196949b23ffff,90
89196949b27ffff,310
89196949b2bffff,100
89196949b2fffff,550
89196949b37ffff,140
89196949b93ffff,0
89196949c03ffff,370
89196949c0bffff,710
89196949c0fffff,420
89196949c1bffff,640
89196949c23ffff,200
89196949c27ffff,170
89196949c2bffff,180
89196949c2fffff,320
89196949c3bffff,160
89196949c43ffff,90
89196949c47ffff,350
89196949c4fffff,0
89196949c53ffff,250
89196949c57ffff,700
89196949c5bffff,0
89196949c73ffff,440
89196949c77ffff,220
89196949cc3ffff,750
89196949cc7ffff,0
89196949ccbffff,420
89196949ccfffff,680
89196949cd3ffff,360
89196949cdbffff,340
89196949d0bffff,200
89196949d1bffff,0
89196949d47ffff,0
89196949db3ffff,0
89196949dc7ffff,90
89196949dd3ffff,90
89196949dd7ffff,0
89196949e2fffff,0
89196949ea3ffff,80
89196949eafffff,100
8919694a017ffff,140
8919694a033ffff,0
8919694a037ffff,80
8919694a04bffff,280
8919694a04fffff,190
8919694a063ffff,0
8919694a06bffff,350
8919694a06fffff,0
8919694a07bffff,180
8919694a087ffff,190
8919694a08bffff,200
8919694a08fffff,300
8919694a093ffff,190
8919694a097ffff,300
8919694a09bffff,280
8919694a0b3ffff,100
8919694a0cbffff,0
8919694a107ffff,350
8919694a113ffff,380
8919694a117ffff,630
8919694a11bffff,0
8919694a133ffff,170
8919694a137ffff,90
8919694a177ffff,0
8919694a183ffff,170
8919694a187ffff,180
8919694a18bffff,460
8919694a18fffff,750
8919694a19bffff,100
8919694a1a3ffff,590
8919694a1a7ffff,80
8919694a1abffff,700
8919694a1afffff,580
8919694a1bbffff,700
8919694a1c7ffff,90
8919694a1cfffff,80
8919694a227ffff,640
8919694a22fffff,290
8919694a233ffff,0
8919694a237ffff,100
8919694a293ffff,260
8919694a297ffff,560
8919694a2cbffff,100
8919694a2dbffff,100
8919694a347ffff,0
8919694a34bffff,0
8919694a353ffff,350
8919694a35bffff,540
8919694a363ffff,0
8919694a367ffff,0
8919694a383ffff,0
8919694a3a3ffff,0
8919694a3bbffff,0
8919694a3cbffff,520
8919694a3cfffff,90
8919694a3dbffff,100
8919694a403ffff,170
8919694a407ffff,690
8919694a40bffff,280
8919694a40fffff,80
8919694a413ffff,0
8919694a417ffff,360
8919694a41bffff,270
8919694a423ffff,200
8919694a427ffff,560
8919694a42bffff,350
8919694a433ffff,700
8919694a437ffff,640
8919694a43bffff,0
8919694a447ffff,100
8919694a457ffff,180
8919694a467ffff,190
8919694a477ffff,0
8919694a483ffff,490
8919694a487ffff,780
8919694a48bffff,100
8919694a48fffff,800
8919694a493ffff,200
8919694a497ffff,260
8919694a4a3ffff,690
8919694a4a7ffff,450
8919694a4abffff,790
8919694a4afffff,740
8919694a4b3ffff,570
8919694a4b7ffff,450
8919694a4bbffff,670
8919694a4c3ffff,290
8919694a4c7ffff,270
8919694a4cfffff,90
8919694a4d3ffff,290
8919694a4d7ffff,0
8919694a543ffff,370
8919694a547ffff,310
8919694a54fffff,100
8919694a553ffff,290
8919694a55bffff,370
8919694a563ffff,0
8919694a567ffff,0
8919694a573ffff,100
8919694a57bffff,180
8919694a5c3ffff,100
8919694a5cbffff,180
8919694a5d3ffff,190
8919694a5dbffff,0
8919694a60fffff,420
8919694a613ffff,0
8919694a61bffff,0
8919694a62bffff,170
8919694a62fffff,90
8919694a657ffff,0
8919694a663ffff,500
8919694a667ffff,100
8919694a66fffff,90
8919694a673ffff,350
8919694a677ffff,560
8919694a67bffff,90
8919694a6c7ffff,100
8919694a80fffff,30
8919694a813ffff,0
8919694a843ffff,0
8919694a847ffff,100
8919694a84fffff,100
8919694a86fffff,0
8919694a877ffff,20
8919694a87bffff,0
8919694a887ffff,20
8919694a88bffff,200
8919694a88fffff,50
8919694a893ffff,80
8919694a897ffff,520
8919694a8a3ffff,170
8919694a8a7ffff,600
8919694a8afffff,260
8919694a8b7ffff,580
8919694a8bbffff,0
8919694a8c7ffff,100
8919694a8cbffff,100
8919694a8cfffff,80
8919694a903ffff,680
8919694a907ffff,860
8919694a90bffff,630
8919694a90fffff,750
8919694a913ffff,560
8919694a917ffff,690
8919694a91bffff,400
8919694a923ffff,560
8919694a92bffff,510
8919694a933ffff,740
8919694a937ffff,170
8919694a93bffff,830
8919694a943ffff,690
8919694a947ffff,650
8919694a94bffff,610
8919694a94fffff,610
8919694a953ffff,350
8919694a957ffff,760
8919694a95bffff,90
8919694a963ffff,550
8919694a967ffff,790
8919694a96bffff,610
8919694a96fffff,500
8919694a973ffff,720
8919694a977ffff,480
8919694a97bffff,620
8919694a983ffff,770
8919694a987ffff,780
8919694a98bffff,480
8919694a98fffff,720
8919694a993ffff,470
8919694a997ffff,700
8919694a99bffff,840
8919694a9a3ffff,670
8919694a9a7ffff,600
8919694a9abffff,620
8919694a9afffff,400
8919694a9b3ffff,580
8919694a9b7ffff,960
8919694a9bbffff,720
8919694a9c3ffff,170
8919694a9c7ffff,700
8919694a9cbffff,0
8919694a9cfffff,400
8919694a9d3ffff,530
8919694a9d7ffff,370
8919694a9dbffff,370
8919694aa03ffff,830
8919694aa07ffff,450
8919694aa0bffff,590
8919694aa0fffff,590
8919694aa13ffff,680
8919694aa17ffff,810
8919694aa1bffff,850
8919694aa33ffff,0
8919694aa43ffff,160
8919694aa47ffff,720
8919694aa4fffff,710
8919694aa57ffff,360
8919694aa63ffff,600
8919694aa6bffff,430
8919694aa73ffff,660
8919694aa77ffff,60
8919694aa7bffff,880
8919694aa83ffff,190
8919694aa8bffff,170
8919694aa8fffff,460
8919694aa93ffff,190
8919694aa9bffff,180
8919694aaa3ffff,190
8919694aaa7ffff,0
8919694aaabffff,520
8919694aaafffff,290
8919694aab7ffff,0
8919694aac7ffff,610
8919694aacfffff,270
8919694aad7ffff,0
8919694ab0bffff,0
8919694ab87ffff,80
8919694abb3ffff,350
8919694abb7ffff,470
8919694ac03ffff,160
8919694ac07ffff,430
8919694ac13ffff,460
8919694ac17ffff,620
8919694ac1bffff,710
8919694ac23ffff,440
8919694ac27ffff,430
8919694ac2bffff,90
8919694ac2fffff,450
8919694ac33ffff,680
8919694ac37ffff,410
8919694ac3bffff,60
8919694ac53ffff,130
8919694ac8fffff,80
8919694aca3ffff,350
8919694aca7ffff,720
8919694acabffff,780
8919694acafffff,490
8919694acb3ffff,340
8919694acb7ffff,240
8919694acbbffff,620
8919694acc3ffff,170
8919694acc7ffff,0
8919694accbffff,90
8919694accfffff,190
8919694acdbffff,350
8919694ad03ffff,320
8919694ad07ffff,320
8919694ad0bffff,690
8919694ad0fffff,810
8919694ad13ffff,440
8919694ad17ffff,310
8919694ad1bffff,570
8919694ad23ffff,220
8919694ad27ffff,80
8919694ad2bffff,550
8919694ad2fffff,600
8919694ad3bffff,400
8919694ad43ffff,630
8919694ad47ffff,710
8919694ad4bffff,90
8919694ad4fffff,640
8919694ad53ffff,480
8919694ad57ffff,390
8919694ad5bffff,650
8919694ad63ffff,580
8919694ad67ffff,640
8919694ad6bffff,410
8919694ad6fffff,270
8919694ad73ffff,760
8919694ad77ffff,680
8919694ad7bffff,540
8919694ad83ffff,560
8919694ad87ffff,490
8919694ad8bffff,630
8919694ad8fffff,580
8919694ad93ffff,610
8919694ad97ffff,700
8919694ad9bffff,630
8919694ada3ffff,530
8919694adabffff,260
8919694adb3ffff,510
8919694adbbffff,330
8919694adc3ffff,750
8919694adc7ffff,570
8919694adcbffff,440
8919694adcfffff,350
8919694add3ffff,660
8919694add7ffff,550
8919694addbffff,330
8919694ae23ffff,0
8919694ae27ffff,90
8919694ae2fffff,70
8919694ae93ffff,0
8919694aedbffff,0
8919694b02bffff,0
8919694b03bffff,0
8919694b04bffff,0
8919694b063ffff,460
8919694b067ffff,590
8919694b06bffff,680
8919694b06fffff,690
8919694b097ffff,100
8919694b0b3ffff,0
8919694b103ffff,0
8919694b10bffff,420
